"Active Ingredient (link to Specific Guidance)","URL","Type","Route","Dosage Form","RLD or RS Number","Date Recommended","psg filename"
"Mesalamine","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Mesalamine_draft_Oral cap DR_RLD 204412_RC06-16.pdf","Draft","Oral","Capsule, Delayed Release","204412","06/16/2016","Mesalamine_draft_Oral cap DR_RLD 204412_RC06-16.pdf"
"Mesalamine","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Mesalamine_draft_Oral cap ER_RLD 20049_RC10-17.pdf","Draft","Oral","Capsule, Extended Release","020049","10/19/2017","Mesalamine_draft_Oral cap ER_RLD 20049_RC10-17.pdf"
"Mesalamine","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Mesalamine_draft_Oral tab DR_RLD 19651_RC10-16.pdf","Draft","Oral","Tablet, Delayed Release","019651","10/04/2016","Mesalamine_draft_Oral tab DR_RLD 19651_RC10-16.pdf"
"Mesalamine","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Mesalamine_draft_Oral tab DR_RLD 21830_RC06-16.pdf","Draft","Oral","Tablet, Delayed Release","021830","06/16/2016","Mesalamine_draft_Oral tab DR_RLD 21830_RC06-16.pdf"
"Mesalamine","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Mesalamine_draft_Oral tab DR_RLD 22000_RC06-16.pdf","Draft","Oral","Tablet, Delayed Release","022000","06/16/2016","Mesalamine_draft_Oral tab DR_RLD 22000_RC06-16.pdf"
"Mesalamine","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Mesalamine_draft_Rectal enema_RLD 19618_RC01-08.pdf","Draft","Rectal","Enema","019618","02/23/2008","Mesalamine_draft_Rectal enema_RLD 19618_RC01-08.pdf"
"Mesalamine","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Mesalamine_draft_Rectal supp_RLD 21252_RC03-13.pdf","Draft","Rectal","Suppository","021252","03/01/2013","Mesalamine_draft_Rectal supp_RLD 21252_RC03-13.pdf"
"Mesalamine","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_022301.pdf","Draft","Oral","Capsule, Extended Release","022301","09/16/2019","PSG_022301.pdf"
"Mesna","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_020855.pdf","Draft","Oral","Tablet","020855","10/30/2024","PSG_020855.pdf"
"Mestranol; Norethindrone","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_016659.pdf","Draft","Oral","Tablet","016659","10/30/2024","PSG_016659.pdf"
"Metaxalone","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Metaxalone_draft_Oral tab_RLD 13217_RC11-18.pdf","Draft","Oral","Tablet","013217","11/28/2018","Metaxalone_draft_Oral tab_RLD 13217_RC11-18.pdf"
"Metformin Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Metformin_HCl_ERtab_21574_RC3-09.pdf","Draft","Oral","Tablet, Extended Release","021574","02/25/2010","Metformin_HCl_ERtab_21574_RC3-09.pdf"
"Metformin Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Metformin Hydrochloride_draft_Oral tab ER_RLD 21748_RC02-10.pdf","Draft","Oral","Tablet, Extended Release","021748","02/25/2010","Metformin Hydrochloride_draft_Oral tab ER_RLD 21748_RC02-10.pdf"
"Metformin Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_020357.pdf","Draft","Oral","Tablet","020357","10/30/2024","PSG_020357.pdf"
"Metformin Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Metformin Hydrochloride_final_Oral tab ER_RLD 21202_RC05-08.pdf","Final","Oral","Tablet, Extended Release","021202","05/12/2008","Metformin Hydrochloride_final_Oral tab ER_RLD 21202_RC05-08.pdf"
"Metformin Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_212595.pdf","Draft","Oral","For Suspension, Extended Release","212595","06/03/2020","PSG_212595.pdf"
"Metformin Hydrochloride; Pioglitazone Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_021842.pdf","Draft","Oral","Tablet","021842","10/30/2024","PSG_021842.pdf"
"Metformin Hydrochloride; Pioglitazone Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Metformin Hydrochloride; Pioglitazone Hydrochloride_draft_Oral tab ER_RLD 22024_RC03-10.pdf","Draft","Oral","Tablet, Extended Release","022024","03/19/2010","Metformin Hydrochloride; Pioglitazone Hydrochloride_draft_Oral tab ER_RLD 22024_RC03-10.pdf"
"Metformin Hydrochloride; Repaglinide","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_022386.pdf","Draft","Oral","Tablet","022386","10/30/2024","PSG_022386.pdf"
"Metformin Hydrochloride; Sitagliptin Phosphate","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_202270.pdf","Draft","Oral","Tablet, Extended Release","202270","08/22/2024","PSG_202270.pdf"
"Metformin Hydrochloride; Sitagliptin Phosphate","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_022044.pdf","Draft","Oral","Tablet","022044","10/30/2024","PSG_022044.pdf"
"Metformin Hydrochloride;Saxagliptin Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_200678.pdf","Draft","Oral","Tablet, Extended Release","200678","08/22/2024","PSG_200678.pdf"
"Methadone Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Methadone_HCl_tab_06134_17058_RC7-08.pdf","Draft","Oral","Tablet","006134                                                       017058","07/01/2008","Methadone_HCl_tab_06134_17058_RC7-08.pdf"
"Methazolamide","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_011721.pdf","Draft","Oral","Tablet","040062                                                       011721","10/30/2024","PSG_011721.pdf"
"Methenamine Hippurate","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_017681.pdf","Draft","Oral","Tablet","017681","10/30/2024","PSG_017681.pdf"
"Methimazole","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_007517.pdf","Draft","Oral","Tablet","040350                                                       007517","10/30/2024","PSG_007517.pdf"
"Methocarbamol","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Methocarbamol_draft_Oral tab_RLD 11011_RC11-13.pdf","Draft","Oral","Tablet","011011","11/05/2013","Methocarbamol_draft_Oral tab_RLD 11011_RC11-13.pdf"
"Methotrexate Sodium","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Methotrexate Sodium_final_Oral tab_RLD 08085_RC10-11.pdf","Final","Oral","Tablet","008085","10/28/2011","Methotrexate Sodium_final_Oral tab_RLD 08085_RC10-11.pdf"
"Methotrexate Sodium","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Methotrexate Sodium_final_Oral tab_RLD 40385_RC10-11.pdf","Final","Oral","Tablet","040385","10/28/2011","Methotrexate Sodium_final_Oral tab_RLD 40385_RC10-11.pdf"
"Methoxsalen","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_009048.pdf","Draft","Oral","Capsule","009048","10/30/2024","PSG_009048.pdf"
"Methoxsalen","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_019600.pdf","Draft","Oral","Capsule","019600","10/30/2024","PSG_019600.pdf"
"Methscopolamine bromide","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Methscopolamine bromide_draft_Oral tab_RLD 040624_RC07-18.pdf","Draft","Oral","Tablet","040624","07/20/2018","Methscopolamine bromide_draft_Oral tab_RLD 040624_RC07-18.pdf"
"Methsuximide","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_010596.pdf","Draft","Oral","Capsule","010596","10/30/2024","PSG_010596.pdf"
"Methylergonovine Maleate","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_006035.pdf","Draft","Oral","Tablet","006035","10/30/2024","PSG_006035.pdf"
"Methylnaltrexone Bromide","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Methylnaltrexone bromide_draft_Oral tab_RLD 208271_RC05-17.pdf","Draft","Oral","Tablet","208271","05/16/2017","Methylnaltrexone bromide_draft_Oral tab_RLD 208271_RC05-17.pdf"
"Methylphenidate","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_021514.pdf","Draft","Transdermal","Film, Extended Release","021514","11/21/2019","PSG_021514.pdf"
"Methylphenidate","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_205489.pdf","Draft","Oral","Tablet, Orally Disintegrating, Extended Release","205489","11/08/2021","PSG_205489.pdf"
"Methylphenidate Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Methylphenidate Hydrochloride_draft_Oral tab ER_RLD 21121_RC07-18.pdf","Draft","Oral","Tablet, Extended Release","021121","07/20/2018","Methylphenidate Hydrochloride_draft_Oral tab ER_RLD 21121_RC07-18.pdf"
"Methylphenidate Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_010187.pdf","Draft","Oral","Tablet","010187","10/30/2024","PSG_010187.pdf"
"Methylphenidate Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_021475.pdf","Draft","Oral","Tablet, Chewable","021475","10/30/2024","PSG_021475.pdf"
"Methylphenidate Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Methylphenidate Hydrochloride_draft_Oral suspER_RLD 202100_RC12-14.pdf","Draft","Oral","Suspension, Extended Release","202100","12/23/2014","Methylphenidate Hydrochloride_draft_Oral suspER_RLD 202100_RC12-14.pdf"
"Methylphenidate Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_207960.pdf","Draft","Oral","Tablet, Extended Release, Chewable","207960","11/18/2020","PSG_207960.pdf"
"Methylphenidate Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_209311.pdf","Draft","Oral","Capsule, Extended Release","209311","06/03/2020","PSG_209311.pdf"
"Methylphenidate Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_212038.pdf","Draft","Oral","Capsule, Extended Release","212038","06/03/2020","PSG_212038.pdf"
"Methylphenidate Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_205831.pdf","Draft","Oral","Capsule, Extended Release","205831","06/03/2020","PSG_205831.pdf"
"Methylphenidate Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_021284.pdf","Draft","Oral","Capsule, Extended Release","021284","06/03/2020","PSG_021284.pdf"
"Methylphenidate Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_021259.pdf","Draft","Oral","Capsule, Extended Release","021259","06/03/2020","PSG_021259.pdf"
"Methylphenidate Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_018029.pdf","Draft","Oral","Tablet, Extended Release","018029","06/03/2020","PSG_018029.pdf"
"Methylprednisolone","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_011153.pdf","Draft","Oral","Tablet","011153","10/30/2024","PSG_011153.pdf"
"Methylprednisolone Acetate","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_011757.pdf","Draft","Injection","Injectable","011757","02/17/2022","PSG_011757.pdf"
"Methyltestosterone","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_083976.pdf","Draft","Oral","Capsule","083976","10/30/2024","PSG_083976.pdf"
"Metoclopramide Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_017854.pdf","Draft","Oral","Tablet","017854","10/30/2024","PSG_017854.pdf"
"Metoclopramide Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_022246.pdf","Draft","Oral","Tablet, Orally Disintegrating","022246","10/30/2024","PSG_022246.pdf"
"Metoclopramide Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_209388.pdf","Draft","Nasal","Spray, Metered","209388","05/19/2021","PSG_209388.pdf"
"Metolazone","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_017386.pdf","Draft","Oral","Tablet","017386","10/30/2024","PSG_017386.pdf"
"Metoprolol Succinate","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_019962.pdf","Draft","Oral","Tablet, Extended Release","019962","08/28/2020","PSG_019962.pdf"
"Metoprolol Succinate","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_210428.pdf","Draft","Oral","Capsule, Extended Release","210428","05/19/2022","PSG_210428.pdf"
"Metoprolol Tartrate","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_017963.pdf","Draft","Oral","Tablet","017963","10/30/2024","PSG_017963.pdf"
"Metronidazole","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_205223.pdf","Draft","Vaginal","Gel","205223","10/21/2022","PSG_205223.pdf"
"Metronidazole","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_020208.pdf","Draft","Vaginal","Gel","020208                                                       021806","10/21/2022","PSG_020208.pdf"
"Metronidazole","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Metronidazole_draft_Oral tab_RLD 12623_RC09-10.pdf","Draft","Oral","Tablet","012623","09/30/2010","Metronidazole_draft_Oral tab_RLD 12623_RC09-10.pdf"
"Metronidazole","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_020531.pdf","Draft","Topical","Cream","020531","10/21/2022","PSG_020531.pdf"
"Metronidazole","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_020743.pdf","Draft","Topical","Cream","020743","10/21/2022","PSG_020743.pdf"
"Metronidazole","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_021789.pdf","Draft","Topical","Gel","021789","10/21/2022","PSG_021789.pdf"
"Metronidazole","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_020901.pdf","Draft","Topical","Lotion","020901","10/21/2022","PSG_020901.pdf"
"Metronidazole","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Metronidazole_draft_Oral cap_RLD 020334_RC01-16.pdf","Draft","Oral","Capsule","020334","01/27/2016","Metronidazole_draft_Oral cap_RLD 020334_RC01-16.pdf"
"Metronidazole","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_019737.pdf","Draft","Topical","Gel","019737","10/21/2022","PSG_019737.pdf"
"Metyrosine","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_017871.pdf","Draft","Oral","Capsule","017871","10/30/2024","PSG_017871.pdf"
"Mexiletine Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_018873.pdf","Draft","Oral","Capsule","074377                                                       018873","10/30/2024","PSG_018873.pdf"
"Miconazole","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Miconazole_Buccal_Tablet_50mg_NDA_22404_RV_Feb_2019.pdf","Draft","Buccal","Tablet","022404","02/22/2019","Miconazole_Buccal_Tablet_50mg_NDA_22404_RV_Feb_2019.pdf"
"Miconazole Nitrate","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Miconazole_Nitrate_vagcrm2_17450_RC10-09.pdf","Draft","Vaginal","Cream  2%","017450","10/01/2009","Miconazole_Nitrate_vagcrm2_17450_RC10-09.pdf"
"Miconazole Nitrate","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Miconazole_Nitrate_vagcrm4 _20827_RC10-09.pdf","Draft","Vaginal","Cream  4%","020827","10/01/2009","Miconazole_Nitrate_vagcrm4 _20827_RC10-09.pdf"
"Miconazole Nitrate","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Miconazole_Nitrate_vagsupp100mg_18520_ RC10-09.pdf","Draft","Vaginal","Suppository  100 mg","018520","10/01/2009","Miconazole_Nitrate_vagsupp100mg_18520_ RC10-09.pdf"
"Miconazole Nitrate","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Miconazole_Nitrate_vagsupp200mg_18888_ RC10-09.pdf","Draft","Vaginal","Suppository  200 mg","018888","10/01/2009","Miconazole_Nitrate_vagsupp200mg_18888_ RC10-09.pdf"
"Miconazole Nitrate; White Petrolatum; Zinc Oxide","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_021026.pdf","Draft","Topical","Ointment","021026","11/17/2022","PSG_021026.pdf"
"Midazolam","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_211321.pdf","Draft","Nasal","Spray","211321","05/19/2021","PSG_211321.pdf"
"Midazolam Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_216359.pdf","Draft","Intramuscular","Solution","216359","08/21/2023","PSG_216359.pdf"
"Midodrine Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_019815.pdf","Draft","Oral","Tablet","019815","10/30/2024","PSG_019815.pdf"
"Midostaurin","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_207997.pdf","Draft","Oral","Capsule","207997","05/19/2022","PSG_207997.pdf"
"Mifepristone","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_020687.pdf","Draft","Oral","Tablet","020687","11/21/2019","PSG_020687.pdf"
"Mifepristone","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_202107.pdf","Draft","Oral","Tablet","202107","11/21/2019","PSG_202107.pdf"
"Migalastat Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_208623.pdf","Draft","Oral","Capsule","208623","11/21/2019","PSG_208623.pdf"
"Miglitol","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Miglitol_oral tablet_020682_RC06-15.pdf","Draft","Oral","Tablet","020682","06/24/2015","Miglitol_oral tablet_020682_RC06-15.pdf"
"Miglustat","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_021348.pdf","Draft","Oral","Capsule","021348","10/30/2024","PSG_021348.pdf"
"Milnacipran Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_022256.pdf","Draft","Oral","Tablet","022256","10/30/2024","PSG_022256.pdf"
"Miltefosine","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Miltefosine_draft_Oral cap_RLD 204684_RC09-18.pdf","Draft","Oral","Capsule","204684","09/13/2018","Miltefosine_draft_Oral cap_RLD 204684_RC09-18.pdf"
"Minocycline Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Minocycline HCl_Dental ER Powder_50781_ RC03-15.pdf","Draft","Dental","Powder, Extended Release","050781","03/06/2015","Minocycline HCl_Dental ER Powder_50781_ RC03-15.pdf"
"Minocycline Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Minocycline_HCl_ERcap_201922_RC04-13.pdf","Draft","Oral","Capsule, Extended Release","201922","04/05/2013","Minocycline_HCl_ERcap_201922_RC04-13.pdf"
"Minocycline Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_050451.pdf","Draft","Oral","Tablet","050451","10/30/2024","PSG_050451.pdf"
"Minocycline Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_050649.pdf","Draft","Oral","Capsule","050649                                                       063009","10/30/2024","PSG_050649.pdf"
"Minocycline Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Minocycline hydrochloride_oral ER tablet_050808_RV09-15.pdf","Draft","Oral","Tablet, Extended Release","050808","09/18/2015","Minocycline hydrochloride_oral ER tablet_050808_RV09-15.pdf"
"Minocycline Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_212379.pdf","Draft","Topical","Aerosol, Foam","212379","11/08/2021","PSG_212379.pdf"
"Minocycline Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_213690.pdf","Draft","Topical","Aerosol, Foam","213690","11/08/2021","PSG_213690.pdf"
"Minocycline Hydrochloride","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_209269.pdf","Draft","Oral","Tablet, Extended Release","209269","11/08/2021","PSG_209269.pdf"
"Minoxidil","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Minoxidil_fmaerosol_OTC_ 21812_RC5-10.pdf","Draft","Topical","Aerosol, Foam","021812","02/23/2011","Minoxidil_fmaerosol_OTC_ 21812_RC5-10.pdf"
"Minoxidil","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Minoxidil_sol_ 19501_OTC_RC5-10.pdf","Draft","Topical","Solution","019501","05/20/2010","Minoxidil_sol_ 19501_OTC_RC5-10.pdf"
"Minoxidil","https://www.accessdata.fda.gov/drugsatfda_docs/psg/Minoxidil_sol_ 20834_OTC_RC5-10.pdf","Draft","Topical","Solution","020834","05/20/2010","Minoxidil_sol_ 20834_OTC_RC5-10.pdf"
"Minoxidil","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_018154.pdf","Draft","Oral","Tablet","018154","10/30/2024","PSG_018154.pdf"
"Mirabegron","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_202611.pdf","Draft","Oral","Tablet, Extended Release","202611","02/16/2023","PSG_202611.pdf"
"Mirabegron","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_213801.pdf","Draft","Oral","For Suspension, Extended Release","213801","02/17/2022","PSG_213801.pdf"
"Mirtazapine","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_021208.pdf","Draft","Oral","Tablet, Orally Disintegrating","021208","10/30/2024","PSG_021208.pdf"
"Mirtazapine","https://www.accessdata.fda.gov/drugsatfda_docs/psg/PSG_020415.pdf","Draft","Oral","Tablet","020415","10/30/2024","PSG_020415.pdf"
